RepRisk_ID,name,headquarter_country,code
69014,Zhejiang Kaishan Compressor Co Ltd,China,300257.SZ
6985,Hopewell Holdings Ltd,China,
6987,Youngor Group Co Ltd,China,600177.SH
69933,Feihe International Inc,China,
69940,Zoomlion Heavy Industry Science & Technology Development Co Ltd (formerly Changsha Zoomlion Heavy Industry Science & Technology Development Co Ltd),China,000157.SZ
69956,Sichuan Kelun Pharmaceutical Co Ltd,China,002422.SZ
69961,Chongqing Water Group Co Ltd,China,601158.SH
69963,Hunan Dakang International Food & Agriculture Co Ltd (formerly Hunan Dakang Pasture Farming,China,
69969,Hanwang Technology Co Ltd,China,002362.SZ
69977,China Lumena New Materials Corp (Lumena),China,0067.HKG
69979,Zhejiang Chint Electrics Co Ltd,China,601877.SH
69983,Phoenix New Media Ltd,China,FENG.NYSE
69984,Hangzhou Hikvision Digital Technology Co Ltd,China,002415.SZ
69988,Hebei Jianxin Chemical Co Ltd,China,300107.SZ
69991,Yantai Jereh Oilfield Services Group Co Ltd (Jereh Group),China,002353.SZ
69992,Sunac China Holdings Ltd,China,1918.HKG
70026,Spearhead Integrated Marketing Communication Group Co Ltd,China,300071.SZ
70320,Ming Yang Smart Energy Group Ltd (formerly China Ming Yang Wind Power Group Ltd; Guangdong MingYang Wind Power Technology Co Ltd),China,601615.SH
70358,Huaneng Renewables Corp Ltd,China,
70414,7 Days Group Holdings Ltd (7 Days Inn),China,
70417,Health and Happiness H&H International Holdings Ltd (formerly Biostime International Holdings Ltd),China,1112.HKG
70428,Goodbaby International Holdings Ltd,China,1086.HKG
70433,China Taifeng Beddings Holdings Ltd (formerly International Taifeng Beddings Holdings Ltd),China,
70443,Noah Holdings Ltd,China,NOAH.NYSE
70448,Sihuan Pharmaceutical Holdings Group Ltd,China,0460.HKG
70452,TAL Education Group,China,TAL.NYSE
7058,Cosco Shipping Energy Transportation Co Ltd (formerly China Shipping Development Co Ltd),China,600026.SH
70611,E-Commodities Holdings Ltd (formerly Winsway Enterprises Holdings Ltd; Winsway Coking Coal Holdings Ltd),China,1733.HKG
7081,COFCO Tunhe Co Ltd,China,600737.SH
70840,Camel Group Co Ltd,China,601311.SH
7112,Wuliangye Yibin Co Ltd,China,000858.SZ
71154,China Railway Signal & Communication Corp (CRSC),China,688009.SH
7124,Shanghai Fosun Pharmaceutical (Group) Co Ltd,China,2196.HKG
71413,Bracell Ltd (formerly Sateri Holdings Ltd),China,
71535,Yuanda China Holdings Ltd,China,2789.HKG
71556,Xueda Education Group,China,
71558,Link Motion Inc (formerly NQ Mobile Inc and NetQin Mobile Inc),China,
71559,Renren Network (Renren Inc; Xiaonei Network),China,
71723,Alibaba Group Holding Ltd,China,BABA.NYSE
71945,Huazhu Group Ltd (Huazhu Hotels Group; formerly China Lodging Group Ltd; Hanting Hotel Group),China,HTHT.NASDAQ
71970,China Hongqiao Group Ltd,China,1378.HKG
7219,Tsingtao Brewery Co Ltd,China,0168.HKG
7224,Liaoning Chengda Co Ltd (Liaoning Cheng Da Co Ltd),China,600739.SH
72482,Global Education & Technology Group,China,GLOBAL.NSE
7252,Sinolink Securities Co Ltd,China,600109.SH
7270,Shanxi Xishan Coal Electricity Group Co Ltd,China,
7277,Belle International Holdings Ltd,China,
72798,Nantong Acetic Acid Chemical Co Ltd,China,603968.SH
729,Bright Dairy and Food Co Ltd (formerly Shanghai Guangming Dairy Co),China,600597.SH
7295,PICC Property & Casualty Co Ltd,China,2328.HKG
73039,Weibo Corp,China,WB.NASDAQ
7304,SAIC Motor Corp Ltd,China,600104.SH
73238,China Modern Dairy Holdings Ltd,China,1117.HKG
73239,Qianjiang Yongan Pharmaceutical Co Ltd,China,002365.SZ
7326,Sinopec Yizheng Chemical Fibre Co Ltd,China,
7335,CSG Holding Co Ltd,China,200012.SZ
7337,Guangxi Liuzhou Iron and Steel Group Co Ltd (Liusteel),China,
73381,Goldleaf Jewelry Co Ltd (formerly Guangming Group Furniture Co Ltd),China,
7352,Tongling Nonferrous Metals Group Co Ltd (Tongling),China,000630.SZ
7360,Harbin Pharmaceutical Group Co Ltd (Hayao Group; HPGC),China,600664.SH
73731,Shenke Slide Bearing Corp,China,002633.SZ
7380,Shanxi Lanhua Sci-Tech Venture Co Ltd,China,600123.SH
7383,China Oriental Group Co Ltd,China,0581.HKG
7419,Jinduicheng Molybdenum Co Ltd,China,601958.SH
7420,Tingyi Cayman Islands Holding Corp (Master Kong Holdings Co Ltd),China,0322.HKG
7422,FAW Car Co Ltd,China,000800.SZ
7468,HBIS Handan Iron & Steel Co Ltd,China,
7479,BOE Technology Group Co Ltd,China,000725.SZ
7492,Fuyao Glass Industry Group Co Ltd (formerly Fujian Yaohua Glass Industry Group Co Ltd),China,600660.SH
74930,New China Life Insurance Co Ltd,China,1336.HKG
7494,Dong-E-E-Jiao Co Ltd (formerly Shandong Dong-E E-Jiao Co Ltd),China,000423.SZ
7563,Zhejiang NHU Co Ltd,China,002001.SZ
7579,Zhejiang Tianma Bearing Co Ltd,China,002122.SZ
7589,Inner Mongolia Yili Industrial Group Co Ltd,China,600887.SH
7613,Xinyu Iron & Steel Group Co Ltd,China,600782.SH
7616,Shanghai Bailian Group Co Ltd (formerly Shanghai Friendship Group Co Ltd),China,600827.SH
76168,Beijing Dabeinong Technology Group Co Ltd (DBN Group),China,002385.SZ
76170,Beijing Haohua Energy Resource Co Ltd,China,601101.SH
76176,Boer Power Holdings Ltd,China,1685.HKG
76190,China Eastern Air Holding Co,China,
76313,Zhengzhou Coal Mining Machinery Group Co Ltd,China,601717.SH
76315,Zhejiang Runtu Co Ltd,China,002440.SZ
76416,Nationz Technologies Inc (formerly ZTEIC Design Co Ltd),China,300077.SZ
7642,Guangzhou R&F Properties Co Ltd,China,2777.HKG
7643,Zhejiang China Commodities City Group Co Ltd,China,600415.SH
76440,Magic Holdings International Ltd (Meiji),China,
76449,Jiangsu Changqing Agrochemical Co Ltd,China,002391.SZ
76460,Guangdong Advertising Co Ltd,China,002400.SZ
76462,Glodon Software Co Ltd,China,002410.SZ
76796,Postal Savings Bank of China (PSBC; also known as China Postal Savings Bank Co Ltd),China,1658.HKG
76923,People's Insurance Co Group of China Ltd (PICC Group),China,1339.HKG
76953,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd,China,600059.SH
77108,Chongqing Zhifei Biological Products Co Ltd,China,300122.SZ
77120,Aluminum Corporation of China Ltd (Chalco),China,601600.SH
77211,Shandong Lubei Chemical Co Ltd,China,600727.SH
7726,Yangquan Coal Industry (Group) Co Ltd (formerly Shanxi Guoyang New Energy Co Ltd),China,
7731,ENN Energy Holdings Ltd,China,2688.HKG
77358,China South Industries Group Corporation,China,
7737,Jilin Yatai Group Co Ltd,China,600881.SH
7740,Zhejiang Medicine Co Ltd,China,600216.SH
77462,Shaanxi Coal Industry Co Ltd,China,601225.SH
7754,Cosco Shipping Development Co Ltd (formerly China Shipping Container Lines Co Ltd),China,2866.HKG
7756,China Resources Land Ltd (formerly China Resources Beijing Land Ltd),China,1109.HKG
77817,Hubei Dinglong Co Ltd,China,300054.SZ
77819,Xiamen Savings Environmental Co Ltd,China,300056.SZ
77820,Anhui Shenjian New Materials Co Ltd,China,002361.SZ
77833,Jiangsu Yoke Technology Co Ltd,China,002409.SZ
77834,YanAn Bicon Pharmaceutical Listed Co (formerly Jiangsu Bicon Pharmaceutical Co Ltd; Jiangsu Jiujiujiu Technology Co Ltd),China,002411.SZ
77840,Kangde Xin Composite Material Group Co Ltd (formerly Beijing Kangde Xin Composite Material Co Ltd),China,
77841,Great Chinasoft Technology Co Ltd (formerly Suzhou Tianma Specialty Chemicals Co Ltd),China,002453.SZ
77851,Kingenta Ecological Engineering Group Co Ltd (Kingenta),China,002470.SZ
77852,Shaanxi J&R Optimum Energy Co Ltd (formerly Shaanxi J&R Fire Protection Co Ltd,China,
77854,Shandong Polymer Biochemicals Co Ltd,China,002476.SZ
77864,Jiangsu Huifeng Bio Agriculture Co Ltd (formerly Jiangsu Huifeng Agrochemical Co Ltd),China,002496.SZ
77869,Jiangsu Lanfeng Bio-chemical Co Ltd,China,002513.SZ
77875,Anhui Sierte Fertilizer Industry Co Ltd,China,002538.SZ
77885,Inner Mongolia Junzheng Energy & Chemical Industry Co Ltd,China,601216.SH
77889,Brother Enterprises Holding Co Ltd,China,002562.SZ
77897,Shandong Rike Chemical Co Ltd,China,300214.SZ
77909,Anhui Jinhe Industrial Co Ltd,China,002597.SZ
78061,Shandong Hongchuang Aluminum Industry Holding Co Ltd (formerly known as Shandong Loften Aluminium Foil Co Ltd),China,002379.SZ
78064,Jilin Liyuan Precision Manufacturing Co Ltd (formerly Jilin Liyuan Aluminum),China,002501.SZ
78067,Hengyi Petrochemical Co Ltd,China,000703.SZ
78119,"Beijing Jiayu Door, Window and Curtain Wall Joint-Stock Co Ltd",China,300117.SZ
78123,Jiangsu Baoli International Investment Co Ltd (formerly Jiangsu Baoli Asphalt Co Ltd),China,300135.SZ
78135,Shenwu Environmental Technology Co Ltd (formerly Tianli Environmental Engineering Co Ltd),China,
78156,Hainan Ruize New Building Material Co Ltd,China,002596.SZ
78798,Liaohe Jinma Oilfield Co Ltd,China,
78970,Zhejiang Yasha Decoration Co Ltd,China,002375.SZ
79076,Zhejiang Sunflower Light Energy Science & Technology (Sunowe Photovoltaic)Co Ltd,China,300111.SZ
79077,Risen Energy Co Ltd,China,300118.SZ
79083,GCL System Integration Technology Co Ltd (formely known as Shanghai Chaori Solar Energy Science & Technology Co Ltd),China,002506.SZ
79089,Sinovel Wind Group Co Ltd,China,
79098,Jiangsu Jixin Wind Energy Technology Co Ltd,China,601218.SH
79196,Macrolink Culturaltainment Development Co Ltd (formerly Macrolink Real Estate Co Ltd; Heilongjiang SunField Science & Technology Co Ltd),China,000620.SZ
79198,Sinopec Zhenhai Refining & Chemical Co Ltd,China,
79199,Sinopec Yangzi Petrochemical Co Ltd,China,
79256,Befar Group Co Ltd,China,601678.SH
79267,Rongsheng Petrochemical Co Ltd,China,002493.SZ
79581,Hareon Solar Technology Co Ltd,China,
7959,Shanghai Chengtou Holding Co Ltd,China,600649.SH
79590,Tahoe Group Co Ltd (formerly Thaihot Group Co Ltd and Fujian Sannong Group Co Ltd),China,000732.SZ
79659,Shanghai Luxin Packing Materials Science & Technology Co Ltd,China,
7977,Hunan Valin Steel Co Ltd (Valin Steel),China,000932.SZ
79895,Hangzhou Zhongheng Electric Co Ltd (Zhonhen),China,002364.SZ
7996,Tianjin Port Holdings Co Ltd,China,600717.SH
79961,Chongyi Zhangyuan Tungsten Co Ltd,China,002378.SZ
80006,Suzhou Victory Precision Manufacture Co Ltd,China,002426.SZ
80019,Shanghai Morn Electric Equipment Co Ltd,China,002451.SZ
80026,O-film Group Co Ltd (formerly O-film Tech Co Ltd; Shenzhen O-Film Tech Co Ltd),China,
8003,Xinhu Zhongbao Co Ltd,China,600208.SH
80071,Leoch International Technology Ltd,China,0842.HKG
80078,Goldcup Electric Apparatus Co Ltd,China,002533.SZ
80084,Suzhou Chunxing Precision Mechanical Co Ltd,China,002547.SZ
80093,Qingdao Hengshun Zhongsheng Group Co Ltd (formerly Qingdao Evercontaining Electric),China,
80096,Shandong Sacred Sun Power Sources Co Ltd,China,002580.SZ
80133,Shenzhen Zhongheng Hwafa Co Ltd (formerly Shenzhen Huafa Electronics Co Ltd),China,
8050,Anta Sports Products Ltd,China,2020.HKG
8058,Gemdale Corp,China,600383.SH
80986,Shenzhen Hemei Group Co Ltd (Formerly known as Shenzhen Haoningda Meters Co Ltd),China,002356.SZ
80988,Taihai Manoir Nuclear Equipment Co Ltd (formerly Sichuan Danfu Compressor Co Ltd),China,002366.SZ
8100,Huolinhe Opencut Coal Industry Corp Ltd of Inner Mongolia,China,002128.SZ
81003,Sanchuan Wisdom Technology Co Ltd,China,300066.SZ
81030,Shenzhen Everwin Precision Technology Co Ltd,China,300115.SZ
81036,Tatwah Smartech Co Ltd,China,002512.SZ
81162,Chifeng Jilong Gold Mining Co Ltd (formerly Guangdong Oriental Brothers Investment Co Ltd),China,600988.SH
8122,Luzhou Laojiao Co Ltd,China,000568.SZ
81273,Shandong Xingmin Wheel co Ltd,China,
81279,Shanghai Jialeng Songzhi Automobile Air Condition Co Ltd (Songz Automobile Air Conditioning),China,
81280,Ningbo Shuanglin Auto Parts Co Ltd,China,300100.SZ
81293,Guangdong Paisheng Intelligent Technology Co Ltd (formerly Guangdong Hongteo Technology Co Ltd; Guangdong Hongteo Accurate Technology Co Ltd),China,300176.SZ
81297,Wuhu Sanqi Interactive Entertainment Network Technology Co Ltd (formerly Wuhu Shunrong Sanqi Interactive Entertainment Network Technology Co Ltd; Wuhu Shunrong Auto Parts Co Ltd),China,
81377,Guangzhou Zhujiang Brewery Co Ltd,China,002461.SZ
81560,Hengyang Jinli Technology (Agriculture) Co Ltd,China,
81683,Winall Hi-Tech Seed Co Ltd,China,300087.SZ
81685,Dalian Morningstar Network Technology Co Ltd (formerly Dalian Yiqiao Marine Seeds Co Ltd),China,002447.SZ
81691,Xinjiang Western Animal Husbandry Co Ltd,China,300106.SZ
81693,Chuying Agro-Pastoral Group Co Ltd (also known as Truein Agro-Pastoral Group),China,
81703,China Hainan Rubber Industry Group Co Ltd,China,601118.SH
8185,AVIC Aircraft Corp Ltd (formerly Xian Aircraft International Corp),China,
82038,Yantai Shuangta Food Co Ltd,China,002481.SZ
82049,Chongqing Fuling Zhacai Group Co Ltd,China,002507.SZ
82053,Guangdong By-health Biotechnology Co Ltd,China,
8206,Hua Xia Bank Co Ltd (Huaxia Bank),China,600015.SH
82067,Qiaqia Food Co Ltd,China,002557.SZ
82070,Zhejiang Beingmate Technology Industry & Trade Co Ltd (also known as Beingmate Baby & Child Food),China,
82072,Xiwang Foodstuffs Co Ltd,China,000639.SZ
8208,Shanxi Taigang Stainless Steel Co Ltd,China,000825.SZ
8213,SDIC Xinji Energy Co Ltd,China,601918.SH
8217,Beijing North Star Co Ltd,China,601588.SH
82230,Jiangxi Ganfeng Lithium Co Ltd,China,002460.SZ
82232,Tianqi Lithium Corp (formerly Sichuan Tianqi Lithium Industries Inc),China,002466.SZ
82345,Xinjiang Tianshan Wooltex Stock Co Ltd,China,
82434,Zhejiang Kingland Pipeline and Technologies Co Ltd,China,002443.SZ
82435,Jiangyin Zhongnan Heavy Industries Co Ltd,China,
82438,Kingnet Network Co Ltd (formerly known as Taiya Shoes),China,002517.SZ
82499,Changshu Fengfan Power Equipment Co Ltd,China,601700.SH
82562,SinoCoking Coal and Coke Chemicals Industries Inc (SCOK),China,
82654,Ningbo Sunlight Electrical Appliance Co Ltd (dba Sunld),China,002473.SZ
8285,Xinjiang Goldwind Science & Technology Co Ltd (Goldwind),China,002202.SZ
8289,Yingli Green Energy Holding Co Ltd,China,
8295,Li Ning Co Ltd,China,2331.HKG
83064,Canny Elevator Co Ltd,China,002367.SZ
83097,Anhui Shengyun Environment Protection Group Co Ltd (formerly Anhui Shengyun Machinery Co Ltd),China,
8310,Shandong Gold Mining Co Ltd,China,600547.SH
83136,Ken Holding Co Ltd (formerly known as Shanghai Ken Tools Co Ltd),China,300126.SZ
83149,Baotailong New Materials Co Ltd (formerly Qitaihe Baotailong Coal & Coal Chemicals Public Co Ltd),China,601011.SH
83152,Hebei Sailhero Environmental Protection High-Tech Co Ltd,China,300137.SZ
83215,Xuzhou Kerong Environmental Resources Co Ltd (formerly Xuzhou Combustion Control Technology Co Ltd),China,
83223,Shimge Pump Industry Group Co Ltd,China,
83226,HyUnion Holding Co Ltd,China,002537.SZ
83241,Shenzhen Jasic Technology Co Ltd,China,300193.SZ
8330,Sina Corp,China,SINA.NASDAQ
8351,Beijing Capital Co Ltd,China,600008.SH
8353,Jiangsu Hengrui Medicine Co Ltd,China,600276.SH
83922,Northeast Expressway Co Ltd,China,
8396,Zhongjin Gold Corp Ltd,China,600489.SH
8403,Bank Of Nanjing Co Ltd,China,601009.SH
8409,Xinjiang Guannong Fruit & Antler Group Co Ltd,China,600251.SH
8415,Shanghai Oriental Pearl Group Co Ltd (formerly Shanghai Oriental Pearl Media Co Ltd),China,600637.SH
84204,JANUS (Dongguan) Precision Components Co Ltd,China,JHG.NYSE
84310,Chengdu GoldTel Electronical Technology Co Ltd,China,300101.SZ
84318,Quantum Hi-Tech (China) Biological Co Ltd,China,
8440,Dongfang Electric Corp Ltd (formerly Dongfang Electric Machinery Co Ltd; DEC Ltd),China,1072.HKG
8443,JA Solar Holdings Co Ltd,China,
84494,Shanghai DZH Ltd (also known as Dazhihui; Shanghai Great Wisdom Co Ltd,China,601519.SH
8463,Yonyou Network Technology Co Ltd (formerly Yonyou Software Co Ltd; UFIDA Software Co Ltd),China,600588.SH
8467,China Northern Rare Earth (Group) High-Tech Co Ltd (formerly Inner Mongolia Baotou Steel Rare-Earth Hi-Tech Co),China,600111.SH
84671,Jilin Pharmaceutical Ltd Co,China,002566.SZ
84704,Guangxi Fortune Technology Co Ltd (formerly Guangxi Future Technology),China,
8478,China Resources Double Crane Pharmaceuticals Co Ltd (formerly Beijing Double Crane Pharmaceuticals Co Ltd),China,
84786,Zhenxing Biopharmaceutical and Chemical Co Ltd,China,000403.SZ
8483,Beijing Gehua CATV Network Co,China,600037.SH
8490,Sichuan Chuantou Energy Co Ltd,China,600674.SH
8492,Uni-President China Holdings Ltd,China,0220.HKG
8496,Guangdong Electric Power Development Co Ltd,China,200539.SZ
8504,New Oriental Education & Technology Group Inc,China,EDU.NYSE
8507,Guangzhou Development Group Inc (formerly Guangzhou Development Industry Holdings),China,600098.SH
85127,Jinghua Pharmaceutical Group Co Ltd,China,002349.SZ
85135,Guizhou Xinbang Pharmaceutical Co Ltd,China,002390.SZ
85204,Lansen Pharmaceutical Holdings Ltd,China,0503.HKG
85205,Hunan Hansen Pharmaceutical Co Ltd,China,002412.SZ
85206,Hainan Honz Pharmaceutical Co Ltd (also known as Hainan Kangzhi Pharmaceutical),China,
85258,Guizhou Bailing Group Pharmaceutical Co Ltd,China,002424.SZ
8542,GD Power Development Co Ltd,China,600795.SH
85424,Tianjin Ringpu Bio-Technology Co Ltd,China,300119.SZ
85430,Jointown Pharmaceutical Group Co Ltd,China,600998.SH
85432,Walvax Biotechnology Co Ltd,China,300142.SZ
85435,Xiangxue Pharmaceutical Co Ltd,China,300147.SZ
85437,Shanxi Zhendong Pharmaceutical Co Ltd (Zhendong Group),China,300158.SZ
85441,Zhejiang Jolly Pharmaceutical Co Ltd,China,300181.SZ
85444,Jilin Jian Yisheng Pharmaceutical Co Ltd,China,002566.SZ
85445,Chongqing Fuan Pharmaceutical Group Co Ltd,China,300194.SZ
85447,Hybio Pharmaceutical Co Ltd,China,300199.SZ
85532,Tangshan Port Group Co Ltd,China,601000.SH
85535,Ningbo Zhoushan Port Co Ltd (formerly known as Ningbo Port Co Ltd),China,601018.SH
85856,Sanjiang Shopping Club Co Ltd,China,601116.SH
85974,Sichuan Fulin Transportation Group Co Ltd (Fulin Transport),China,002357.SZ
8626,Anyang Iron & Steel Group Co Ltd,China,600569.SH
8635,Guangzhou Baiyun International Airport Co Ltd,China,600004.SH
8642,Want Want China Holdings Ltd,China,0151.HKG
86645,Anhui Taiyang Poultry Co Ltd,China,
8681,China Sports Industry Group Co Ltd (CSIG),China,600158.SH
8686,Yunnan Tin Co Ltd,China,000960.SZ
8709,Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,China,900932.SH
87560,Zhejiang Busen Garments Co Ltd,China,002569.SZ
87561,Zhejiang Ming Jewelry Co Ltd,China,002574.SZ
87567,Jiangsu Lugang Culture Co Ltd (formerly Jiangsu Lugang Science and Technology),China,601599.SH
8757,Weichai Power Co Ltd,China,000338.SZ
8766,Sinoma Science & Technology Co Ltd (Sinomatech),China,002080.SZ
87833,Lifan Industry Group Co Ltd,China,601777.SH
87880,Shenzhen Capstone Industrial Co Ltd,China,000038.SZ
88033,Yonghui Superstores Co Ltd,China,601933.SH
8810,China Railway Hi-tech Industry Corp Ltd (formerly known as China Railway No 2 Engineering Co Ltd),China,600528.SH
8812,TCL Corp,China,000100.SZ
8814,Zhejiang Longsheng Group Co Ltd,China,600352.SH
8819,Shenzhen Airport Co Ltd,China,000089.SZ
8822,Xiamen C&D Inc,China,600153.SH
8827,Dashang Group Co Ltd,China,
8857,Maanshan Iron & Steel Co Ltd (Masteel),China,0323.HKG
89278,Jinhua Marine Biological (USA) Inc,China,JNMB.OTCMKTS
8948,Shenzhen Energy Group Co Ltd (Shenzen Energy Group),China,000027.SZ
8949,Jizhong Energy Group Co Ltd,China,000937.SZ
89565,Shenzhen Techand Ecology & Environment Co Ltd,China,300197.SZ
89858,Industrial Securities Co Ltd,China,601377.SH
8996,NetEase Inc,China,
89986,Shanxi Securities Co Ltd,China,002500.SZ
89988,GF Securities Co Ltd,China,000776.SZ
90014,Huatai United Securities Co Ltd,China,
9013,Citic Resources Holdings Ltd,China,1205.HKG
9034,Financial Street Holding Co Ltd,China,000402.SZ
90484,Dalian East New Energy Development Co Ltd,China,
90596,3CEMS Group,China,
9061,Soho China Ltd,China,0410.HKG
90652,Pang Da Automobile Trade Co Ltd (Pangda Automobile Trade; Power Diversity Automobile Trade Co Ltd),China,601258.SH
9083,Sohu.com Inc,China,SOHU.NASDAQ
9102,Wanhua Chemical Group Co Ltd (formerly Yantai Wanhua Polyurethanes Co Ltd),China,600309.SH
9107,Sany Heavy Industry Co Ltd,China,600031.SH
9111,Hubei Yihua Chemical Industry Co Ltd,China,000422.SZ
91154,Zhejiang Huace Film & TV Co Ltd,China,300133.SZ
9116,Guizhou Panjiang Refined Coal Co Ltd,China,600395.SH
91204,Xunlei Ltd,China,XNET.NASDAQ
9132,Beijing Capital Development Co Ltd,China,600376.SH
9133,Tianjin Capital Environmental Protection Group Co Ltd,China,600874.SH
9165,Sichuan Changhong Electric Co Ltd,China,600839.SH
9168,Yantai Changyu Pioneer Wine Co Ltd,China,000869.SZ
9207,Fangda Carbon New Material Technology Co Ltd (also known as Fangda Carbon New Material Co Ltd),China,600516.SH
9231,Pangang Group Vanadium Titanium & Resources Co Ltd (formerly Pangang Group Steel Vanadium & Titanium Co Ltd),China,000629.SZ
9262,Shanghai Zhixin Electric Co Ltd,China,600517.SH
9309,Jiangsu Expressway Co Ltd,China,600377.SH
93092,Bluefocus Communication Group Co Ltd,China,300058.SZ
93108,BitAuto Holdings Ltd (BitAuto),China,
9337,Chongqing Brewery Co Ltd,China,600132.SH
9362,Yunnan Aluminium Co Ltd,China,000807.SZ
9392,Zhejiang Hisun Pharmaceutical,China,600267.SH
9404,Shanghai Electric Power Co Ltd,China,600021.SH
94139,JD.com Inc (formerly 360buy Jingdong Mall),China,JD.NASDAQ
9414,Shandong Sun Paper Industry Joint Stock Co Ltd,China,
94146,Guosen Securities Co Ltd,China,002736.SZ
9462,Zhejiang Huayou Cobalt Co Ltd (Huayou Cobalt),China,603799.SH
9475,Jiangsu Chengxing Phosph-Chemicals Co Ltd,China,600078.SH
9484,Honghua Group Ltd,China,0196.HKG
9504,Yunnan Yunwei Co Ltd,China,600725.SH
9520,Delong Holdings Ltd,China,
9524,Orient Group Inc,China,600811.SH
9526,Wuhan Fingu Electronic Technology Co,China,002194.SZ
9535,Tangshan Sanyou Chemical Industries Co Ltd,China,600409.SH
9560,Nanjing Iron and Steel Co Ltd,China,600282.SH
9610,Yunnan Chihong Zinc & Germanium Co Ltd,China,600497.SH
9616,Xinjiang Guanghui Industry Investment Group Co Ltd,China,
96309,Chongqing Energy Investment Group (CQEIG),China,
9632,Greentown China Holdings Ltd,China,3900.HKG
9669,SGIS Songshan Co Ltd,China,000717.SZ
96757,Guangxi Transport Investment Group Co Ltd (Guangxi Communications Investment Group),China,
9682,Shanxi Antai Group Co Ltd,China,600408.SH
9691,Anhui Expressway Co Ltd,China,0995.HKG
9707,CSC Nanjing Tanker Corp (NJTC),China,
97189,China Asset Management Co Ltd (ChinaAMC),China,518850.SH
9753,Taiyuan Heavy Industry Co Ltd,China,600169.SH
9756,Han's Laser Technology Industry Group Co Ltd (formerly Han's Laser Technology Co Ltd),China,002008.SZ
9786,Sichuan Lutianhua Co Ltd,China,000912.SZ
9787,New World Department Store China Ltd,China,0825.HKG
9789,Rizhao Port Co Ltd,China,600017.SH
9797,Bluestar Adisseo Co Ltd (formerly Blue Star New Chemical Materials Co Ltd),China,600299.SH
982,China Nonferrous Metal Mining Group Co Ltd (CNMC),China,
9899,Yueyang Forest and Paper Co Ltd (Yueyang Forest & Paper),China,600963.SH
99036,Kingtone Wirelessinfo Solution Holding Ltd (Kingtone Information),China,
9913,Hunan TV & Broadcast Intermediary Co Ltd,China,000917.SZ
99400,LandOcean Energy Services Co Ltd,China,300157.SZ
99404,Business-intelligence of Oriental Nations Corp Ltd (BONC),China,300166.SZ
99417,Xiamen Meiya Pico Information Co Ltd,China,300188.SZ
9955,Zhejiang Supor Co Ltd (formerly Zhejiang Supor Cookware Co Ltd),China,002032.SZ
9966,Huaxin Cement Co Ltd,China,600801.SH
9970,Beijing Tiantan Biological Products Co Ltd,China,600161.SH
99753,Beijing Honggao Creative Architectural Design Co Ltd (formerly Jiangsu Dongguang Micro-electronics Co Ltd),China,002504.SZ
9986,Jiangling Motors Corp Ltd,China,000550.SZ
99886,Leshi Internet Information & Technology Corp (Le.com),China,
99975,AutoNavi Holdings Ltd,China,
99985,Shenzhen Tat Fook Technology Co Ltd,China,300134.SZ
